BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
197	528001	2721.6546391752577	194.0	Otu230.1	112220	6.0	0.2125374762547798	0.030927835051546393	4622674	291.0	0.024275992639757854	0.020618556701030927	NA	CONCOCT_GTDB	sample_5
198	1041425	1424.658002735978	731.0	Otu303.0	617117	413.0	0.5925697961927167	0.5649794801641587	1643629	2554.0	0.37546003386408977	0.16170712607674237	NA	CONCOCT_GTDB	sample_5
199	19883	1807.5454545454545	11.0	RNODE_429_length_2129_cov_51.99106	18545	10.0	0.9327063320424483	0.9090909090909091	19242	11.0	0.9637771541419811	0.9090909090909091	NA	CONCOCT_GTDB	sample_5
2	3852803	1655.695315857327	2327.0	Otu1337	2080825	1200.0	0.5400808190815881	0.5156854318865493	3483627	3954.0	0.5973156712816843	0.30349013657056145	NA	CONCOCT_GTDB	sample_5
20	4863115	1537.0148546144121	3164.0	Otu250	1188498	717.0	0.24439027248995757	0.2266118836915297	3589037	4191.0	0.3311467672247458	0.17108088761632068	NA	CONCOCT_GTDB	sample_5
200	3556080	56445.71428571428	63.0	Otu22	3556080	63.0	1.0	1.0	3599646	85.0	0.9878971432190832	0.7411764705882353	NA	CONCOCT_GTDB	sample_5
201	949458	1707.658273381295	556.0	Otu833	847650	477.0	0.8927725081046239	0.8579136690647482	1504803	1701.0	0.5632963251668158	0.2804232804232804	NA	CONCOCT_GTDB	sample_5
202	2281	1140.5	2.0	Otu404.0	1215	1.0	0.5326611135466901	0.5	3735308	5883.0	0.0003252743816574162	0.00016998130205677376	NA	CONCOCT_GTDB	sample_5
21	3176260	3176260.0	1.0	Otu3.1	3176260	1.0	1.0	1.0	3176260	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
22	104070	1651.904761904762	63.0	Otu352.1	9788	3.0	0.09405208033054675	0.047619047619047616	3867973	774.0	0.0025305243857700146	0.003875968992248062	NA	CONCOCT_GTDB	sample_5
23	4878459	22690.506976744186	215.0	Otu214.0	4878459	215.0	1.0	1.0	5120551	277.0	0.9527214942298202	0.776173285198556	NA	CONCOCT_GTDB	sample_5
24	3080192	2530.9712407559573	1217.0	Otu122.0	2604264	970.0	0.8454875540226063	0.7970419063270336	3393929	2034.0	0.7673301356628262	0.4768928220255654	NA	CONCOCT_GTDB	sample_5
25	5378799	1559.5242099159177	3449.0	Otu316.0	1224808	737.0	0.227710312283467	0.21368512612351406	2481633	2442.0	0.49354920731631147	0.30180180180180183	NA	CONCOCT_GTDB	sample_5
26	3675	1225.0	3.0	Otu382.0	1354	1.0	0.3684353741496599	0.3333333333333333	4305188	2039.0	0.00031450426787401616	0.0004904364884747426	NA	CONCOCT_GTDB	sample_5
27	5370966	33154.11111111111	162.0	Otu230.0	2657106	70.0	0.4947165928810571	0.43209876543209874	2883018	127.0	0.9216404476142709	0.5511811023622047	NA	CONCOCT_GTDB	sample_5
28	15776	1434.1818181818182	11.0	Otu152	3035	2.0	0.19238083164300201	0.18181818181818182	4016778	9906.0	0.0007555807166838695	0.0002018978396931153	NA	CONCOCT_GTDB	sample_5
29	5080358	282242.1111111111	18.0	Otu13.0	2655381	2.0	0.522675961024794	0.1111111111111111	2655381	2.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
3	4190146	1583.5774754346182	2646.0	Otu987	3551303	2175.0	0.8475368161395808	0.8219954648526077	7989745	10867.0	0.4444826461920875	0.2001472347474004	NA	CONCOCT_GTDB	sample_5
30	106227	2470.3953488372094	43.0	RNODE_411_length_4317_cov_4.49267	42649	10.0	0.40148926355822906	0.23255813953488372	42649	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
31	84184	1426.8474576271187	59.0	Otu219.0	49934	34.0	0.5931530932243657	0.576271186440678	4090420	6518.0	0.01220754836911613	0.005216324025774778	NA	CONCOCT_GTDB	sample_5
32	4145229	2072614.5	2.0	Otu2.0	4145229	2.0	1.0	1.0	4145229	2.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
33	21689434	1524.2047786366832	14230.0	Otu289	1919799	1084.0	0.08851309812879396	0.07617709065354884	4169005	4064.0	0.4604933311425628	0.26673228346456695	NA	CONCOCT_GTDB	sample_5
34	4828554	98541.91836734694	49.0	Otu24.0	4828554	49.0	1.0	1.0	4828554	49.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
35	3092	1546.0	2.0	Otu36.0	3092	2.0	1.0	1.0	4030459	1697.0	0.0007671582814761296	0.0011785503830288745	NA	CONCOCT_GTDB	sample_5
36	10990	1221.111111111111	9.0	RNODE_518_length_1369_cov_4.72490	10990	9.0	1.0	1.0	12252	11.0	0.8969964087495919	0.8181818181818182	NA	CONCOCT_GTDB	sample_5
37	4072	1357.3333333333333	3.0	Otu523	2605	2.0	0.6397347740667977	0.6666666666666666	2501376	3938.0	0.001041426798690001	0.0005078720162519045	NA	CONCOCT_GTDB	sample_5
38	5722875	2027.950035435861	2822.0	Otu386.0	2139067	884.0	0.373774894611537	0.3132530120481928	4255077	2101.0	0.5027093516756571	0.4207520228462637	NA	CONCOCT_GTDB	sample_5
39	2588612	3031.161592505855	854.0	Otu241.0	2343057	743.0	0.905140283673258	0.870023419203747	4614330	3202.0	0.5077783773592266	0.23204247345409118	NA	CONCOCT_GTDB	sample_5
4	1580	1580.0	1.0	Otu987	1580	1.0	1.0	1.0	7989745	10867.0	0.00019775349526173863	9.202171712524156e-05	NA	CONCOCT_GTDB	sample_5
40	2585	1292.5	2.0	Otu44.0	1576	1.0	0.6096711798839458	0.5	2792769	143.0	0.0005643144850146933	0.006993006993006993	NA	CONCOCT_GTDB	sample_5
41	80959	1722.531914893617	47.0	RNODE_362_length_3387_cov_8.21902	32143	10.0	0.39702812534739806	0.2127659574468085	32638	11.0	0.9848336295116122	0.9090909090909091	NA	CONCOCT_GTDB	sample_5
42	309366	1350.943231441048	229.0	Otu1957.0	199643	150.0	0.6453294802919519	0.6550218340611353	2296672	4850.0	0.08692708405902105	0.030927835051546393	NA	CONCOCT_GTDB	sample_5
43	8879723	5853.475939353988	1517.0	Otu53.0	3424302	29.0	0.3856316238693482	0.01911667765326302	3424302	29.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
44	445553	1302.7865497076023	342.0	Otu613	357747	268.0	0.8029280467194699	0.783625730994152	2222682	4718.0	0.1609528488555718	0.05680373039423484	NA	CONCOCT_GTDB	sample_5
45	7471	1245.1666666666667	6.0	Otu987	7471	6.0	1.0	1.0	7989745	10867.0	0.00093507364753193	0.0005521303027514493	NA	CONCOCT_GTDB	sample_5
46	63673	6367.3	10.0	RNODE_10_length_6468_cov_8.06035	63673	10.0	1.0	1.0	63673	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
47	8251	1375.1666666666667	6.0	Otu453	2641	2.0	0.32008241425281786	0.3333333333333333	2094136	4481.0	0.001261140632700073	0.0004463289444320464	NA	CONCOCT_GTDB	sample_5
48	1653316	2041.1308641975309	810.0	Otu196	1549415	737.0	0.9371559943773604	0.9098765432098765	2154843	1728.0	0.7190384635910829	0.42650462962962965	NA	CONCOCT_GTDB	sample_5
49	749421	2531.8277027027025	296.0	Otu249.0	684914	274.0	0.9139242161615434	0.9256756756756757	4005885	4556.0	0.17097695016207404	0.0601404741000878	NA	CONCOCT_GTDB	sample_5
5	53518	1486.611111111111	36.0	Otu250	21921	15.0	0.40960050824021826	0.4166666666666667	3589037	4191.0	0.006107766512298425	0.0035790980672870437	NA	CONCOCT_GTDB	sample_5
50	1142854	1446.6506329113924	790.0	Otu2119.0	1043696	714.0	0.9132365114004064	0.9037974683544304	2934709	4626.0	0.355638668092816	0.1543450064850843	NA	CONCOCT_GTDB	sample_5
51	340581	2183.2115384615386	156.0	Otu40.0	335894	152.0	0.9862382223318388	0.9743589743589743	1387096	1041.0	0.24215627469187426	0.14601344860710855	NA	CONCOCT_GTDB	sample_5
52	3251278	650255.6	5.0	Otu93	3251278	5.0	1.0	1.0	3251278	5.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
53	1380	1380.0	1.0	Otu78	1380	1.0	1.0	1.0	4473643	3645.0	0.0003084734298199476	0.00027434842249657066	NA	CONCOCT_GTDB	sample_5
54	78911	1232.984375	64.0	Otu852.0	77735	63.0	0.98509713474674	0.984375	2281568	6495.0	0.03407086705283384	0.009699769053117783	NA	CONCOCT_GTDB	sample_5
55	26417	2201.4166666666665	12.0	RNODE_372_length_2448_cov_3.45466	24068	10.0	0.9110799863724117	0.8333333333333334	24068	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
56	3968302	9585.270531400965	414.0	Otu82	3890847	396.0	0.9804815762510011	0.9565217391304348	4036835	503.0	0.9638360250047376	0.7872763419483101	NA	CONCOCT_GTDB	sample_5
57	30528	1526.4	20.0	RNODE_374_length_1862_cov_9.75489	17949	10.0	0.5879520440251572	0.5	17949	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
58	10657	1522.4285714285713	7.0	Otu987	10657	7.0	1.0	1.0	7989745	10867.0	0.0013338348094964231	0.0006441520198766909	NA	CONCOCT_GTDB	sample_5
59	4378700	34208.59375	128.0	Otu70.0	3707339	30.0	0.8466757256720031	0.234375	3707339	30.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
6	5560200	1939.3791419602371	2867.0	Otu595.0	2966964	1424.0	0.5336074241933744	0.4966864318102546	5126640	4432.0	0.5787346098029118	0.3212996389891697	NA	CONCOCT_GTDB	sample_5
60	1435	1435.0	1.0	Otu245.0	1435	1.0	1.0	1.0	3299685	6158.0	0.00043488999707547843	0.00016239038648911984	NA	CONCOCT_GTDB	sample_5
61	6894522	37881.98901098901	182.0	Otu128	5092622	83.0	0.7386475813696729	0.45604395604395603	5153435	111.0	0.9881995212901686	0.7477477477477478	NA	CONCOCT_GTDB	sample_5
62	459068	1322.9625360230548	347.0	Otu85.1	392710	291.0	0.8554506086244303	0.8386167146974063	2341903	4968.0	0.16768841408034407	0.058574879227053143	NA	CONCOCT_GTDB	sample_5
63	7429502	412750.1111111111	18.0	Otu37.0	7327501	4.0	0.9862708159981651	0.2222222222222222	7327501	4.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
64	10106	1443.7142857142858	7.0	Otu196	2684	1.0	0.2655848011082525	0.14285714285714285	2154843	1728.0	0.0012455663823304065	0.0005787037037037037	NA	CONCOCT_GTDB	sample_5
65	69510	1782.3076923076924	39.0	RNODE_336_length_3563_cov_7.20249	31593	14.0	0.45451014242555027	0.358974358974359	34103	19.0	0.9263994369996774	0.7368421052631579	NA	CONCOCT_GTDB	sample_5
66	2429477	809825.6666666666	3.0	Otu211	2429477	3.0	1.0	1.0	2429477	3.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
67	180457	1432.1984126984128	126.0	Otu252	105006	76.0	0.5818893143518955	0.6031746031746031	1578613	3386.0	0.06651788627104933	0.02244536326048435	NA	CONCOCT_GTDB	sample_5
68	2878	2878.0	1.0	Otu405.0	2878	1.0	1.0	1.0	3215375	3112.0	0.0008950744469929635	0.00032133676092544985	NA	CONCOCT_GTDB	sample_5
69	1868906	1670.1572832886507	1119.0	Otu289	173680	89.0	0.09293137268541062	0.07953529937444147	4169005	4064.0	0.0416598205087305	0.021899606299212598	NA	CONCOCT_GTDB	sample_5
7	2585488	27800.94623655914	93.0	Otu6	2431562	41.0	0.9404653976347985	0.44086021505376344	2464994	47.0	0.9864372895025302	0.8723404255319149	NA	CONCOCT_GTDB	sample_5
70	17399	1739.9	10.0	RNODE_56_length_2028_cov_4.74177	17399	10.0	1.0	1.0	18852	12.0	0.9229259495013792	0.8333333333333334	NA	CONCOCT_GTDB	sample_5
71	2762514	4160.4126506024095	664.0	Otu302.0	2723842	650.0	0.9860011569172138	0.9789156626506024	3072059	1003.0	0.8866502889430183	0.6480558325024925	NA	CONCOCT_GTDB	sample_5
72	8243	1373.8333333333333	6.0	Otu176.0	2717	2.0	0.32961300497391727	0.3333333333333333	2618315	3564.0	0.001037690270269238	0.0005611672278338945	NA	CONCOCT_GTDB	sample_5
73	64542	1898.2941176470588	34.0	Otu68	23139	9.0	0.35851073719438503	0.2647058823529412	4402472	1482.0	0.005255910770130962	0.006072874493927126	NA	CONCOCT_GTDB	sample_5
74	844432	1685.493013972056	501.0	Otu78	32071	16.0	0.03797937548553347	0.031936127744510975	4473643	3645.0	0.007168877802721406	0.0043895747599451305	NA	CONCOCT_GTDB	sample_5
75	1321	1321.0	1.0	Otu365.0	1321	1.0	1.0	1.0	6424190	7338.0	0.00020562903650109976	0.0001362769146906514	NA	CONCOCT_GTDB	sample_5
76	1323	1323.0	1.0	Otu365.0	1323	1.0	1.0	1.0	6424190	7338.0	0.0002059403597963323	0.0001362769146906514	NA	CONCOCT_GTDB	sample_5
77	6211629	5425.003493449782	1145.0	Otu157.0	3360380	437.0	0.5409820837657884	0.38165938864628823	3518797	550.0	0.9549797842842312	0.7945454545454546	NA	CONCOCT_GTDB	sample_5
78	1616687	2015.8192019950125	802.0	Otu99.0	1460743	695.0	0.9035410070100149	0.8665835411471322	3005163	2929.0	0.4860777934508045	0.23728234892454764	NA	CONCOCT_GTDB	sample_5
79	1376	1376.0	1.0	Otu435.1	1376	1.0	1.0	1.0	2370685	5217.0	0.0005804229579214447	0.00019168104274487253	NA	CONCOCT_GTDB	sample_5
8	29892	1358.7272727272727	22.0	Otu22	12304	8.0	0.4116151478656497	0.36363636363636365	3599646	85.0	0.0034181138923105214	0.09411764705882353	NA	CONCOCT_GTDB	sample_5
80	5589025	1397256.25	4.0	Otu64.0	5589025	4.0	1.0	1.0	5657713	5.0	0.9878594053816445	0.8	NA	CONCOCT_GTDB	sample_5
81	1535619	1248.470731707317	1230.0	Otu987	59728	48.0	0.03889506446586035	0.03902439024390244	7989745	10867.0	0.007475582762653877	0.0044170424220115944	NA	CONCOCT_GTDB	sample_5
82	91525	2179.1666666666665	42.0	RNODE_200_length_4574_cov_2.94178	42227	15.0	0.4613712100518984	0.35714285714285715	44221	19.0	0.9549083014857195	0.7894736842105263	NA	CONCOCT_GTDB	sample_5
83	3360888	1755.9498432601881	1914.0	Otu365.0	3281527	1859.0	0.976386895368129	0.9712643678160919	6424190	7338.0	0.5108078995172932	0.25333878440992097	NA	CONCOCT_GTDB	sample_5
84	772819	1936.889724310777	399.0	Otu405.0	625693	289.0	0.8096242457807067	0.7243107769423559	3215375	3112.0	0.194594098666563	0.09286632390745501	NA	CONCOCT_GTDB	sample_5
85	36547	1827.35	20.0	Otu316.0	9813	5.0	0.26850357074452075	0.25	2481633	2442.0	0.003954251091922134	0.0020475020475020475	NA	CONCOCT_GTDB	sample_5
86	8524647	1481.5166840458812	5754.0	Otu220.0	1725923	1047.0	0.20246269434968978	0.18196037539103233	5020257	3482.0	0.3437917620552095	0.300689259046525	NA	CONCOCT_GTDB	sample_5
87	130316	1447.9555555555555	90.0	Otu376	130316	90.0	1.0	1.0	403536	664.0	0.3229352523690575	0.1355421686746988	NA	CONCOCT_GTDB	sample_5
88	3510523	4130.02705882353	850.0	Otu61.0	3489535	841.0	0.9940214036484023	0.9894117647058823	3972803	1329.0	0.8783559114307958	0.6328066215199398	NA	CONCOCT_GTDB	sample_5
89	1984502	1567.5371248025276	1266.0	Otu199.0	1305698	778.0	0.6579474346712677	0.6145339652448657	3429489	4623.0	0.3807266913525601	0.16828898983344148	NA	CONCOCT_GTDB	sample_5
9	1045	1045.0	1.0	Otu254	1045	1.0	1.0	1.0	5168199	6059.0	0.00020219809647422632	0.00016504373659019642	NA	CONCOCT_GTDB	sample_5
90	3347643	50721.86363636364	66.0	Otu88.0	3346172	65.0	0.9995605863588202	0.9848484848484849	3392427	77.0	0.9863652187652086	0.8441558441558441	NA	CONCOCT_GTDB	sample_5
91	2714	1357.0	2.0	Otu176.0	1649	1.0	0.60759027266028	0.5	2618315	3564.0	0.0006297943524747787	0.0002805836139169473	NA	CONCOCT_GTDB	sample_5
92	19288652	18493.434324065198	1043.0	Otu186.0	4927645	5.0	0.2554686040268651	0.004793863854266539	4927645	5.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
93	4840	1613.3333333333333	3.0	Otu415.0	4840	3.0	1.0	1.0	4415467	5082.0	0.0010961467948916843	0.0005903187721369539	NA	CONCOCT_GTDB	sample_5
94	4063686	1396.935716741148	2909.0	Otu241.0	1158667	725.0	0.28512709889494414	0.2492265383293228	4614330	3202.0	0.2511018934493198	0.226420986883198	NA	CONCOCT_GTDB	sample_5
95	31928	1451.2727272727273	22.0	Otu404.0	8372	5.0	0.26221498371335505	0.22727272727272727	3735308	5883.0	0.002241314504720896	0.0008499065102838688	NA	CONCOCT_GTDB	sample_5
96	5087	1695.6666666666667	3.0	Otu820	4051	2.0	0.7963436209946924	0.6666666666666666	1600589	2171.0	0.0025309432964989763	0.0009212344541685859	NA	CONCOCT_GTDB	sample_5
97	1254	1254.0	1.0	Otu67.0	1254	1.0	1.0	1.0	2705603	4958.0	0.0004634826321526107	0.0002016942315449778	NA	CONCOCT_GTDB	sample_5
98	2118	1059.0	2.0	Otu987	1063	1.0	0.5018885741265344	0.5	7989745	10867.0	0.00013304554776153682	9.202171712524156e-05	NA	CONCOCT_GTDB	sample_5
99	13867129	1320.176028179741	10504.0	Otu318.0	761327	568.0	0.054901558931196213	0.05407463823305408	4929221	4793.0	0.15445178862948122	0.1185061548090966	NA	CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
