BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
172	153008	1233.9354838709678	124.0	Otu327	114932	91.0	0.751150266652724	0.7338709677419355	1238380	3117.0	0.09280834638802306	0.029194738530638434	NA	CONCOCT_GTDB	sample_4
173	3198390	2304.315561959654	1388.0	Otu447.1	3008037	1244.0	0.9404847438867681	0.8962536023054755	3875035	2564.0	0.7762606015171476	0.48517940717628705	NA	CONCOCT_GTDB	sample_4
174	5179	1726.3333333333333	3.0	Otu105.0	5179	3.0	1.0	1.0	3610449	3240.0	0.001434447626874109	0.000925925925925926	NA	CONCOCT_GTDB	sample_4
175	15288	1528.8	10.0	RNODE_423_length_1943_cov_28.57781	12816	9.0	0.8383045525902669	0.9	17007	17.0	0.7535720585641207	0.5294117647058824	NA	CONCOCT_GTDB	sample_4
176	3449935	2557.4017790956264	1349.0	Otu220.0	3004453	1135.0	0.8708723497689087	0.8413639733135656	5009142	3606.0	0.599793936766017	0.31475318912922906	NA	CONCOCT_GTDB	sample_4
177	15577064	1432.5054257862791	10874.0	Otu42.0	2073140	1200.0	0.13308926508872276	0.11035497517013058	3557272	3979.0	0.5827892834734032	0.30158331239004776	NA	CONCOCT_GTDB	sample_4
178	1939202	13373.806896551725	145.0	Otu160	1830335	125.0	0.9438598970091822	0.8620689655172413	1853072	148.0	0.9877301043888203	0.8445945945945946	NA	CONCOCT_GTDB	sample_4
179	2312585	30428.75	76.0	Otu196	2309951	75.0	0.9988610148383735	0.9868421052631579	2313078	78.0	0.9986481216802892	0.9615384615384616	NA	CONCOCT_GTDB	sample_4
18	12689	1586.125	8.0	Otu10	4496	2.0	0.3543226416581291	0.25	5711460	118.0	0.0007871892650915878	0.01694915254237288	NA	CONCOCT_GTDB	sample_4
180	12401	1377.888888888889	9.0	RNODE_294_length_6942_cov_7.24595	12401	9.0	1.0	1.0	52335	92.0	0.23695423712620617	0.09782608695652174	NA	CONCOCT_GTDB	sample_4
181	2915505	1772.3434650455927	1645.0	Otu40.1	2892056	1627.0	0.991957139500704	0.9890577507598785	5783554	6650.0	0.500048240234292	0.24466165413533836	NA	CONCOCT_GTDB	sample_4
182	4199925	5047.986778846154	832.0	Otu716.0	3352050	619.0	0.7981213950249112	0.7439903846153846	3882191	1094.0	0.8634428342139786	0.5658135283363802	NA	CONCOCT_GTDB	sample_4
183	106039	1493.5070422535211	71.0	Otu612.0	62997	52.0	0.5940927394637822	0.7323943661971831	2304296	5805.0	0.02733893562285401	0.008957795004306632	NA	CONCOCT_GTDB	sample_4
184	4626	1156.5	4.0	Otu73	1271	1.0	0.2747514051015997	0.25	5304861	3059.0	0.00023959157459545123	0.00032690421706440013	NA	CONCOCT_GTDB	sample_4
185	46895	1803.6538461538462	26.0	RNODE_10_length_6468_cov_8.06035	37778	19.0	0.8055869495681842	0.7307692307692307	58225	59.0	0.6488278231000429	0.3220338983050847	NA	CONCOCT_GTDB	sample_4
186	1293038	1546.6961722488038	836.0	Otu613	1252853	802.0	0.9689220270401953	0.9593301435406698	2670622	3754.0	0.46912404675764674	0.2136387852956846	NA	CONCOCT_GTDB	sample_4
187	14824	1482.4	10.0	RNODE_565_length_1563_cov_11.71995	14824	10.0	1.0	1.0	14824	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
188	110679	2305.8125	48.0	RNODE_227_length_4381_cov_5.48337	41950	10.0	0.3790240244310122	0.20833333333333334	42740	11.0	0.9815161441272813	0.9090909090909091	NA	CONCOCT_GTDB	sample_4
189	2997	1498.5	2.0	Otu549	2997	2.0	1.0	1.0	2799321	4775.0	0.001070616767423243	0.000418848167539267	NA	CONCOCT_GTDB	sample_4
19	71279	2299.3225806451615	31.0	RNODE_496_length_8599_cov_9.53327	71279	31.0	1.0	1.0	81194	51.0	0.8778850653989211	0.6078431372549019	NA	CONCOCT_GTDB	sample_4
190	3372930	6340.0939849624065	532.0	Otu90.0	3147733	488.0	0.9332340131576997	0.9172932330827067	3659668	837.0	0.8601143601004244	0.5830346475507766	NA	CONCOCT_GTDB	sample_4
191	65924	1345.3877551020407	49.0	Otu108.1	9370	6.0	0.14213336569382926	0.12244897959183673	4753840	4374.0	0.0019710381502111977	0.0013717421124828531	NA	CONCOCT_GTDB	sample_4
192	195369	1221.05625	160.0	Otu64.0	193788	159.0	0.9919076209634077	0.99375	3463608	8676.0	0.05594974950975976	0.018326417704011066	NA	CONCOCT_GTDB	sample_4
193	9899071	112489.44318181818	88.0	Otu37.0	7327556	4.0	0.740226633388123	0.045454545454545456	7327556	4.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
194	18974	1897.4	10.0	RNODE_14_length_1961_cov_5.54358	18974	10.0	1.0	1.0	18974	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
195	17347	1445.5833333333333	12.0	RNODE_266_length_6653_cov_7.97753	15934	11.0	0.9185449933706117	0.9166666666666666	51906	95.0	0.3069779986899395	0.11578947368421053	NA	CONCOCT_GTDB	sample_4
196	723339	1369.9602272727273	528.0	Otu846.0	501407	371.0	0.6931839704481578	0.7026515151515151	2781304	5746.0	0.180277668316732	0.06456665506439262	NA	CONCOCT_GTDB	sample_4
197	10059	1437.0	7.0	Otu12.0	4107	2.0	0.40829108261258573	0.2857142857142857	3270941	3689.0	0.0012556019812035742	0.0005421523448088912	NA	CONCOCT_GTDB	sample_4
198	814916	1295.5739268680445	629.0	Otu398	140574	111.0	0.17250121484913783	0.17647058823529413	1366289	2819.0	0.10288745646052921	0.039375665129478536	NA	CONCOCT_GTDB	sample_4
199	470344	1340.011396011396	351.0	Otu315.0	442604	332.0	0.9410218903610974	0.9458689458689459	2762355	5751.0	0.1602270526416771	0.05772909059294036	NA	CONCOCT_GTDB	sample_4
2	17262	1918.0	9.0	Otu6	8578	3.0	0.4969296721121539	0.3333333333333333	2466181	47.0	0.0034782524072645114	0.06382978723404255	NA	CONCOCT_GTDB	sample_4
20	3513823	3182.810688405797	1104.0	Otu46	1632787	313.0	0.464675369248821	0.28351449275362317	1715161	425.0	0.9519730217746323	0.7364705882352941	NA	CONCOCT_GTDB	sample_4
200	40332	1440.4285714285713	28.0	Otu128	4836	3.0	0.1199047902409997	0.10714285714285714	4854902	3564.0	0.0009961066155403343	0.0008417508417508417	NA	CONCOCT_GTDB	sample_4
201	1839289	1593.8379549393414	1154.0	Otu152	676999	326.0	0.36807646867892974	0.2824956672443674	6351927	1365.0	0.10658167198709935	0.23882783882783884	NA	CONCOCT_GTDB	sample_4
21	23729	1186.45	20.0	Otu241.0	10853	10.0	0.45737283492772557	0.5	3506233	7291.0	0.003095344776003192	0.001371553970648745	NA	CONCOCT_GTDB	sample_4
22	3786874	1844.556259132976	2053.0	Otu205.1	2836555	1367.0	0.7490492157911777	0.665854846566001	5260711	5271.0	0.5391961276717159	0.2593435780686777	NA	CONCOCT_GTDB	sample_4
23	5663784	7000.969097651421	809.0	Otu152	5315008	728.0	0.9384199679931297	0.899876390605686	6351927	1365.0	0.8367552083013549	0.5333333333333333	NA	CONCOCT_GTDB	sample_4
24	2980588	55196.07407407407	54.0	Otu93	2968609	51.0	0.9959809943541341	0.9444444444444444	3249418	55.0	0.9135817552558643	0.9272727272727272	NA	CONCOCT_GTDB	sample_4
25	1033	1033.0	1.0	Otu2338	1033	1.0	1.0	1.0	700214	2074.0	0.0014752632766554224	0.00048216007714561236	NA	CONCOCT_GTDB	sample_4
26	2239	1119.5	2.0	Otu616	1129	1.0	0.5042429656096472	0.5	3739901	7787.0	0.0003018796486858877	0.0001284191601386927	NA	CONCOCT_GTDB	sample_4
27	5060281	14214.272471910112	356.0	Otu189	4914543	337.0	0.9711996231039344	0.9466292134831461	5001883	385.0	0.9825385759722889	0.8753246753246753	NA	CONCOCT_GTDB	sample_4
28	4804971	1611.8654813820865	2981.0	Otu172.0	2589683	1309.0	0.5389591321154695	0.43911439114391143	4187737	3837.0	0.6183967617832734	0.3411519416210581	NA	CONCOCT_GTDB	sample_4
29	5021027	228228.5	22.0	Otu13.0	2613075	1.0	0.5204263988223923	0.045454545454545456	2655409	2.0	0.9840574465176551	0.5	NA	CONCOCT_GTDB	sample_4
3	1475	1475.0	1.0	Otu1101.0	1475	1.0	1.0	1.0	2808793	4830.0	0.0005251365978197753	0.00020703933747412008	NA	CONCOCT_GTDB	sample_4
30	75937	1852.121951219512	41.0	Otu186.0	15449	9.0	0.20344496095447542	0.21951219512195122	4522031	4138.0	0.003416385248132974	0.0021749637506041568	NA	CONCOCT_GTDB	sample_4
31	1530	1530.0	1.0	Otu271	1530	1.0	1.0	1.0	3986028	4477.0	0.0003838407557598692	0.00022336385972749609	NA	CONCOCT_GTDB	sample_4
32	1667149	1667149.0	1.0	Otu11	1667149	1.0	1.0	1.0	1667149	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
33	3512184	65040.444444444445	54.0	Otu22	3512184	54.0	1.0	1.0	3597441	85.0	0.9763006537146822	0.6352941176470588	NA	CONCOCT_GTDB	sample_4
34	864502	1355.0188087774295	638.0	Otu211	462315	329.0	0.5347760907435726	0.5156739811912225	1933211	3312.0	0.2391435802920633	0.09933574879227053	NA	CONCOCT_GTDB	sample_4
35	160284	2504.4375	64.0	RNODE_200_length_4574_cov_2.94178	43599	11.0	0.2720109305981882	0.171875	44798	13.0	0.9732354122951917	0.8461538461538461	NA	CONCOCT_GTDB	sample_4
36	10928	1366.0	8.0	Otu316.0	5332	3.0	0.48792093704245976	0.375	2297884	3198.0	0.0023203956335480815	0.0009380863039399625	NA	CONCOCT_GTDB	sample_4
37	3917578	2113.0409924487594	1854.0	Otu595.0	2441993	1271.0	0.6233425345966309	0.68554476806904	5050345	4848.0	0.48352993706370556	0.26216996699669964	NA	CONCOCT_GTDB	sample_4
38	69494	1263.5272727272727	55.0	Otu388	28546	22.0	0.4107692750453277	0.4	1091612	2748.0	0.026150317145652486	0.008005822416302766	NA	CONCOCT_GTDB	sample_4
39	3092126	4398.47226173542	703.0	Otu82	3033833	681.0	0.9811479221739347	0.968705547652916	3969158	1395.0	0.7643517844338774	0.4881720430107527	NA	CONCOCT_GTDB	sample_4
4	33777	2814.75	12.0	RNODE_361_length_3164_cov_8.88447	31053	10.0	0.9193534061639578	0.8333333333333334	31053	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
40	5195198	23192.848214285714	224.0	Otu60.0	5166254	219.0	0.9944287012737532	0.9776785714285714	5189153	239.0	0.9955871410999059	0.9163179916317992	NA	CONCOCT_GTDB	sample_4
41	69343	1507.4565217391305	46.0	RNODE_142_length_2406_cov_5.09941	20813	10.0	0.3001456527695658	0.21739130434782608	22451	16.0	0.9270411117544876	0.625	NA	CONCOCT_GTDB	sample_4
42	99504	1842.6666666666667	54.0	RNODE_372_length_2448_cov_3.45466	24019	10.0	0.24138728091333012	0.18518518518518517	24019	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
43	326966	1323.748987854251	247.0	Otu1475	319981	241.0	0.9786369224934702	0.9757085020242915	1790881	3735.0	0.17867239643505067	0.064524765729585	NA	CONCOCT_GTDB	sample_4
44	3474699	1406.7607287449393	2470.0	Otu238.0	874727	611.0	0.2517418055492001	0.24736842105263157	3576010	6066.0	0.24460977458116728	0.10072535443455324	NA	CONCOCT_GTDB	sample_4
45	3036956	24102.825396825396	126.0	Otu76.0	3036956	126.0	1.0	1.0	3078869	147.0	0.9863868842747125	0.8571428571428571	NA	CONCOCT_GTDB	sample_4
46	23339	2333.9	10.0	Otu128	12588	5.0	0.5393547281374523	0.5	4854902	3564.0	0.0025928432746943194	0.0014029180695847362	NA	CONCOCT_GTDB	sample_4
47	3380687	53661.69841269841	63.0	Otu88.0	3343230	62.0	0.9889202993356084	0.9841269841269841	3391173	77.0	0.9858624139788799	0.8051948051948052	NA	CONCOCT_GTDB	sample_4
48	86947	1473.677966101695	59.0	Otu332	36310	27.0	0.41761072837475705	0.4576271186440678	1095871	1235.0	0.03313346187644348	0.02186234817813765	NA	CONCOCT_GTDB	sample_4
49	34723	3472.3	10.0	RNODE_336_length_3563_cov_7.20249	34723	10.0	1.0	1.0	34873	11.0	0.9956986780603906	0.9090909090909091	NA	CONCOCT_GTDB	sample_4
5	3018	1509.0	2.0	Otu205.1	1618	1.0	0.5361166335321405	0.5	5260711	5271.0	0.0003075629891092668	0.00018971732119142478	NA	CONCOCT_GTDB	sample_4
50	1458	1458.0	1.0	Otu261	1458	1.0	1.0	1.0	3883340	4315.0	0.00037544999922746914	0.0002317497103128621	NA	CONCOCT_GTDB	sample_4
51	472366	1422.789156626506	332.0	Otu1101.0	219759	152.0	0.4652303510413535	0.4578313253012048	2808793	4830.0	0.07823965667815322	0.03146997929606625	NA	CONCOCT_GTDB	sample_4
52	145713	2023.7916666666667	72.0	Otu44.0	42993	17.0	0.2950526034053242	0.2361111111111111	2796805	139.0	0.015372183616662585	0.1223021582733813	NA	CONCOCT_GTDB	sample_4
53	2562255	2562255.0	1.0	Otu9	2562255	1.0	1.0	1.0	2562255	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
54	2773758	28017.757575757576	99.0	Otu44.0	2646583	81.0	0.9541506504893361	0.8181818181818182	2796805	139.0	0.9462879964816997	0.5827338129496403	NA	CONCOCT_GTDB	sample_4
55	1750	1750.0	1.0	Otu160	1750	1.0	1.0	1.0	1853072	148.0	0.0009443777683759725	0.006756756756756757	NA	CONCOCT_GTDB	sample_4
56	1108	1108.0	1.0	Otu707	1108	1.0	1.0	1.0	3223626	6719.0	0.00034371232891160453	0.0001488316713796696	NA	CONCOCT_GTDB	sample_4
57	145121	1284.2566371681417	113.0	Otu499	143030	111.0	0.9855913341280724	0.9823008849557522	1366377	3412.0	0.10467828425097905	0.03253223915592028	NA	CONCOCT_GTDB	sample_4
58	3707623	308968.5833333333	12.0	Otu4.0	1926624	1.0	0.519638593244243	0.08333333333333333	1926624	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
59	7217925	232836.29032258064	31.0	Otu163	7217925	31.0	1.0	1.0	7221038	34.0	0.999568898543395	0.9117647058823529	NA	CONCOCT_GTDB	sample_4
6	8614	1722.8	5.0	Otu215.0	6910	4.0	0.8021824936150452	0.8	2832171	2558.0	0.0024398244315050185	0.001563721657544957	NA	CONCOCT_GTDB	sample_4
60	2801	1400.5	2.0	Otu846.0	1594	1.0	0.5690824705462335	0.5	2781304	5746.0	0.0005731124681084843	0.0001740341106856944	NA	CONCOCT_GTDB	sample_4
61	171927	2149.0875	80.0	RNODE_394_length_3642_cov_5.12873	35752	10.0	0.20794872242288878	0.125	35752	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
62	2344	1172.0	2.0	Otu613	1287	1.0	0.549061433447099	0.5	2670622	3754.0	0.00048191020668593307	0.0002663825253063399	NA	CONCOCT_GTDB	sample_4
63	3536301	2771.3957680250783	1276.0	Otu248.0	2645111	884.0	0.747988081331312	0.6927899686520376	3885377	2254.0	0.680786188830582	0.3921916592724046	NA	CONCOCT_GTDB	sample_4
64	49396	1593.4193548387098	31.0	Otu73	10181	3.0	0.2061098064620617	0.0967741935483871	5304861	3059.0	0.001919183179351919	0.0009807126511932004	NA	CONCOCT_GTDB	sample_4
65	92224	1298.9295774647887	71.0	Otu470	87306	67.0	0.9466733171408744	0.9436619718309859	1144913	2356.0	0.07625557575117062	0.028438030560271648	NA	CONCOCT_GTDB	sample_4
66	1204	1204.0	1.0	Otu71	1204	1.0	1.0	1.0	2492891	2807.0	0.0004829733831122179	0.0003562522265764161	NA	CONCOCT_GTDB	sample_4
67	3766428	11448.109422492402	329.0	Otu1337	3682559	306.0	0.977732482872366	0.9300911854103343	3897509	398.0	0.9448493896999339	0.7688442211055276	NA	CONCOCT_GTDB	sample_4
68	1006895	1428.2198581560283	705.0	Otu1236	268293	181.0	0.26645578734624764	0.25673758865248225	1364137	2281.0	0.1966759936868511	0.079351161771153	NA	CONCOCT_GTDB	sample_4
69	16299	1358.25	12.0	RNODE_557_length_1525_cov_6.72562	14168	10.0	0.8692557825633475	0.8333333333333334	14168	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
7	3293101	19257.900584795323	171.0	Otu133.0	3262866	153.0	0.9908186842735768	0.8947368421052632	3382804	176.0	0.9645447977476673	0.8693181818181818	NA	CONCOCT_GTDB	sample_4
70	17850	1487.5	12.0	RNODE_158_length_1640_cov_4.51607	15773	10.0	0.883641456582633	0.8333333333333334	15773	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
71	176372	3919.3777777777777	45.0	RNODE_359_length_13543_cov_22.66711	134697	10.0	0.763709659129567	0.2222222222222222	134697	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
72	161362	1260.640625	128.0	Otu598	124424	99.0	0.7710861293241283	0.7734375	1324801	2739.0	0.09391901123263041	0.03614457831325301	NA	CONCOCT_GTDB	sample_4
73	3956185	16347.871900826447	242.0	Otu61.0	3954515	241.0	0.9995778761609986	0.9958677685950413	4040859	295.0	0.978632266060261	0.8169491525423729	NA	CONCOCT_GTDB	sample_4
74	9038055	1725.807714340271	5237.0	Otu186.0	2328578	1249.0	0.2576414947685094	0.238495321749093	4522031	4138.0	0.5149407423345838	0.30183663605606575	NA	CONCOCT_GTDB	sample_4
75	10435666	2375.5215114955613	4393.0	Otu128	2536544	902.0	0.24306488919825528	0.2053266560437059	4854902	3564.0	0.5224706904485404	0.25308641975308643	NA	CONCOCT_GTDB	sample_4
76	2684063	1267.861596598961	2117.0	Otu298	1043039	805.0	0.3886045148716703	0.3802550779404818	5895792	12231.0	0.17691244874310355	0.06581636824462432	NA	CONCOCT_GTDB	sample_4
77	2283	2283.0	1.0	Otu382.0	2283	1.0	1.0	1.0	4316052	2016.0	0.0005289556288941838	0.000496031746031746	NA	CONCOCT_GTDB	sample_4
78	2930432	2396.10139002453	1223.0	Otu283.0	2899972	1203.0	0.9896056281121691	0.9836467702371219	3963821	2814.0	0.7316102316426498	0.4275053304904051	NA	CONCOCT_GTDB	sample_4
79	20155	1832.2727272727273	11.0	RNODE_133_length_1956_cov_5.95398	19123	10.0	0.9487968246092781	0.9090909090909091	19123	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
8	4447	1111.75	4.0	Otu405.0	1205	1.0	0.27096919271418934	0.25	2804763	4797.0	0.00042962631780296586	0.00020846362309776944	NA	CONCOCT_GTDB	sample_4
80	26675	1667.1875	16.0	Otu107	11642	4.0	0.4364386129334583	0.25	4731925	564.0	0.0024603094934936625	0.0070921985815602835	NA	CONCOCT_GTDB	sample_4
81	1161	1161.0	1.0	Otu1322	1161	1.0	1.0	1.0	3658472	9230.0	0.0003173456022076976	0.00010834236186348862	NA	CONCOCT_GTDB	sample_4
82	352061	2647.0751879699246	133.0	RNODE_225_length_25884_cov_6.69550	210100	77.0	0.5967715821974033	0.5789473684210527	247439	146.0	0.8490981615670933	0.5273972602739726	NA	CONCOCT_GTDB	sample_4
83	4355	1451.6666666666667	3.0	Otu71	2618	2.0	0.6011481056257175	0.6666666666666666	2492891	2807.0	0.0010501863097905203	0.0007125044531528322	NA	CONCOCT_GTDB	sample_4
84	19306	1379.0	14.0	Otu40.1	15931	11.0	0.8251838806588625	0.7857142857142857	5783554	6650.0	0.0027545346684754736	0.0016541353383458647	NA	CONCOCT_GTDB	sample_4
85	2927344	2007.7805212620028	1458.0	Otu35.0	2865677	1418.0	0.9789341464481113	0.9725651577503429	4654499	4238.0	0.6156789377331481	0.33459178857951866	NA	CONCOCT_GTDB	sample_4
86	2857	2857.0	1.0	Otu435.1	2857	1.0	1.0	1.0	3106230	2870.0	0.000919764473332625	0.0003484320557491289	NA	CONCOCT_GTDB	sample_4
87	1183	1183.0	1.0	Otu405.0	1183	1.0	1.0	1.0	2804763	4797.0	0.0004217825178098827	0.00020846362309776944	NA	CONCOCT_GTDB	sample_4
88	2808	1404.0	2.0	Otu163	1432	1.0	0.50997150997151	0.5	7221038	34.0	0.00019830943972320877	0.029411764705882353	NA	CONCOCT_GTDB	sample_4
89	28986760	36925.80891719745	785.0	Otu119.0	4653588	10.0	0.16054184738135618	0.012738853503184714	4653588	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_4
9	48341	1464.878787878788	33.0	RNODE_108_length_2015_cov_7.02007	17889	10.0	0.37005854243809605	0.30303030303030304	18363	11.0	0.9741872243097534	0.9090909090909091	NA	CONCOCT_GTDB	sample_4
90	12272	1753.142857142857	7.0	Otu12.0	4275	2.0	0.3483539765319426	0.2857142857142857	3270941	3689.0	0.0013069633478561674	0.0005421523448088912	NA	CONCOCT_GTDB	sample_4
91	712613	1700.747016706444	419.0	Otu1337	29556	2.0	0.041475527390042004	0.00477326968973747	3897509	398.0	0.0075833051315596705	0.005025125628140704	NA	CONCOCT_GTDB	sample_4
92	6145645	6145.645	1000.0	Otu3.0	3467491	369.0	0.5642192153956176	0.369	3642444	477.0	0.9519682389077224	0.7735849056603774	NA	CONCOCT_GTDB	sample_4
93	3376203	5771.28717948718	585.0	Otu157.0	3221210	557.0	0.9540925116173405	0.9521367521367521	3500762	771.0	0.920145385490359	0.7224383916990921	NA	CONCOCT_GTDB	sample_4
94	1962298	6562.869565217391	299.0	Otu106	1826520	205.0	0.9308066358932231	0.68561872909699	1865090	239.0	0.9793200328134299	0.8577405857740585	NA	CONCOCT_GTDB	sample_4
95	243415	1241.9132653061224	196.0	Otu1129	149341	121.0	0.6135242281699977	0.6173469387755102	3111997	7770.0	0.047988799475063765	0.015572715572715572	NA	CONCOCT_GTDB	sample_4
96	80398	1236.8923076923077	65.0	Otu35.0	3935	3.0	0.04894400358217866	0.046153846153846156	4654499	4238.0	0.0008454185939238574	0.0007078810759792355	NA	CONCOCT_GTDB	sample_4
97	1161027	1791.7083333333333	648.0	Otu382.0	1022200	567.0	0.8804274146940596	0.875	4316052	2016.0	0.23683681290216152	0.28125	NA	CONCOCT_GTDB	sample_4
98	1236	1236.0	1.0	Otu684	1236	1.0	1.0	1.0	1832078	3804.0	0.0006746437651672036	0.0002628811777076761	NA	CONCOCT_GTDB	sample_4
99	795599	1413.1420959147424	563.0	Otu549	597874	407.0	0.7514765604280549	0.7229129662522202	2799321	4775.0	0.2135782212900914	0.08523560209424083	NA	CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_4
