BINID	TAXID	Tool	filtered	genome_id	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	sample_id	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts
	160233	Gold standard	False		810.0	1100806	Ignicoccus hospitalis	1.0	1.0	species	1.0	1.0	sample_0	1547		1100806	1547	1100806	1547
	160232	Gold standard	False		811.0	490866	Nanoarchaeum equitans	1.0	1.0	species	1.0	1.0	sample_0	1		490866	1	490866	1
	159346	Gold standard	False		812.0	3555091	Roseibacterium elongatum	1.0	1.0	species	1.0	1.0	sample_0	1		3555091	1	3555091	1
	158327	Gold standard	False		813.0	7215228	Hahella chejuensis	1.0	1.0	species	1.0	1.0	sample_0	1		7215228	1	7215228	1
	158080	Gold standard	False		814.0	3109057	Chromohalobacter salexigens	1.0	1.0	species	1.0	1.0	sample_0	4483		3109057	4483	3109057	4483
	155863	Gold standard	False		815.0	1619680	Methanothermococcus okinawensis	1.0	1.0	species	1.0	1.0	sample_0	799		1619680	799	1619680	799
	149715	Gold standard	False		816.0	2240353	Marinitoga piezophila	1.0	1.0	species	1.0	1.0	sample_0	114		2240353	114	2240353	114
	146919	Gold standard	False		817.0	6696503	Salinibacter ruber	1.0	1.0	species	1.0	1.0	sample_0	6267		6696503	6267	6696503	6267
	138563	Gold standard	False		818.0	1960744	Helicobacter cetorum	1.0	1.0	species	1.0	1.0	sample_0	4837		1960744	4837	1960744	4837
	135577	Gold standard	False		819.0	2128207	Idiomarina loihiensis	1.0	1.0	species	1.0	1.0	sample_0	4149		2128207	4149	2128207	4149
	133924	Gold standard	False		820.0	4645718	Leisingera methylohalidivorans	1.0	1.0	species	1.0	1.0	sample_0	143		4645718	143	4645718	143
	133539	Gold standard	False		821.0	4145260	Nitrosococcus halophilus	1.0	1.0	species	1.0	1.0	sample_0	2		4145260	2	4145260	2
	131112	Gold standard	False		822.0	1969919	Arcanobacterium phocae	1.0	1.0	species	1.0	1.0	sample_0	472		1969919	472	1969919	472
	126740	Gold standard	False		823.0	1877649	Thermotoga sp.	1.0	1.0	species	1.0	1.0	sample_0	1		1877649	1	1877649	1
	120577	Gold standard	False		824.0	6445678	Brucella ceti	1.0	1.0	species	1.0	1.0	sample_0	1554		6445678	1554	6445678	1554
	188908	Gold standard	False		825.0	4406281	Oleispira antarctica	1.0	1.0	species	1.0	1.0	sample_0	3		4406281	3	4406281	3
	187878	Gold standard	False		826.0	2038432	Thermococcus gammatolerans	1.0	1.0	species	1.0	1.0	sample_0	161		2038432	161	2038432	161
	187493	Gold standard	False		827.0	11594034	Thalassolituus oleivorans	1.0	1.0	species	1.0	1.0	sample_0	3		11594034	3	11594034	3
	187145	Gold standard	False		828.0	4978230	Caldithrix abyssi	1.0	1.0	species	1.0	1.0	sample_0	11		4978230	11	4978230	11
	187137	Gold standard	False		829.0	2244379	Oceanithermus profundus	1.0	1.0	species	1.0	1.0	sample_0	2116		2244379	2116	2244379	2116
	186192	Gold standard	False		830.0	2269117	Marinithermus hydrothermalis	1.0	1.0	species	1.0	1.0	sample_0	1		2269117	1	2269117	1
	182710	Gold standard	False		831.0	3418078	Oceanobacillus iheyensis	1.0	1.0	species	1.0	1.0	sample_0	2511		3418078	2511	3418078	2511
	171695	Gold standard	False		832.0	1828388	Thermodesulfatator indicus	1.0	1.0	species	1.0	1.0	sample_0	3209		1828388	3209	1828388	3209
	171437	Gold standard	False		833.0	6512824	Tistrella mobilis	1.0	1.0	species	1.0	1.0	sample_0	5		6512824	5	6512824	5
	168697	Gold standard	False		834.0	5786048	Salinispora arenicola	1.0	1.0	species	1.0	1.0	sample_0	14		5786048	14	5786048	14
	168695	Gold standard	False		835.0	5183322	Salinispora tropica	1.0	1.0	species	1.0	1.0	sample_0	1		5183322	1	5183322	1
	167642	Gold standard	False		836.0	3132217	Ilyobacter polytropus	1.0	1.0	species	1.0	1.0	sample_0	3		3132217	3	3132217	3
	166314	Gold standard	False		837.0	2048965	Synechococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	913		2048965	913	2048965	913
	163003	Gold standard	False		838.0	756316	Thermococcus cleftensis	1.0	1.0	species	1.0	1.0	sample_0	2481		756316	2481	756316	2481
	161895	Gold standard	False		839.0	2791854	Corynebacterium phocae	1.0	1.0	species	1.0	1.0	sample_0	2		2791854	2	2791854	2
	161398	Gold standard	False		840.0	4681095	Pseudoalteromonas phenolica	1.0	1.0	species	1.0	1.0	sample_0	2570		4681095	2570	4681095	2570
	221822	Gold standard	False		841.0	4149727	Phaeobacter inhibens	1.0	1.0	species	1.0	1.0	sample_0	271		4149727	271	4149727	271
	215813	Gold standard	False		842.0	4417500	Dinoroseobacter shibae	1.0	1.0	species	1.0	1.0	sample_0	8		4417500	8	4417500	8
	212663	Gold standard	False		843.0	10212875	Vibrio tasmaniensis	1.0	1.0	species	1.0	1.0	sample_0	268		10212875	268	10212875	268
	208596	Gold standard	False		844.0	1945165	Carnobacterium sp.	1.0	1.0	species	1.0	1.0	sample_0	3958		1945165	3958	1945165	3958
	208216	Gold standard	False		845.0	2902377	Parvularcula bermudensis	1.0	1.0	species	1.0	1.0	sample_0	9		2902377	9	2902377	9
	205844	Gold standard	False		846.0	5443942	Novosphingobium pentaromativorans	1.0	1.0	species	1.0	1.0	sample_0	333		5443942	333	5443942	333
	202747	Gold standard	False		847.0	1385976	Sulfurimonas autotrophica	1.0	1.0	species	1.0	1.0	sample_0	3307		1385976	3307	1385976	3307
	198252	Gold standard	False		848.0	1286567	Candidatus Pelagibacter	1.0	1.0	species	1.0	1.0	sample_0	368		1286567	368	1286567	368
	197162	Gold standard	False		849.0	2241404	Deferribacter desulfuricans	1.0	1.0	species	1.0	1.0	sample_0	2689		2241404	2689	2241404	2689
	195522	Gold standard	False		850.0	1008483	Thermococcus nautili	1.0	1.0	species	1.0	1.0	sample_0	2889		1008483	2889	1008483	2889
	192843	Gold standard	False		851.0	4969542	Rhodoferax ferrireducens	1.0	1.0	species	1.0	1.0	sample_0	2		4969542	2	4969542	2
	192421	Gold standard	False		852.0	3231754	Planococcus maritimus	1.0	1.0	species	1.0	1.0	sample_0	1005		3231754	1005	3231754	1005
	192073	Gold standard	False		853.0	3083723	Shewanella denitrificans	1.0	1.0	species	1.0	1.0	sample_0	6996		3083723	6996	3083723	6996
	191493	Gold standard	False		854.0	1914516	Corynebacterium sphenisci	1.0	1.0	species	1.0	1.0	sample_0	3828		1914516	3828	1914516	3828
	191026	Gold standard	False		855.0	3708226	Maridesulfovibrio hydrothermalis	1.0	1.0	species	1.0	1.0	sample_0	3		3708226	3	3708226	3
	190893	Gold standard	False		856.0	15953830	Vibrio coralliilyticus	1.0	1.0	species	1.0	1.0	sample_0	10046		15953830	10046	15953830	10046
	285091	Gold standard	False		857.0	1418656	Alloalcanivorax dieselolei	1.0	1.0	species	1.0	1.0	sample_0	4989		1418656	4989	1418656	4989
	271420	Gold standard	False		858.0	1603649	Stutzerimonas xanthomarina	1.0	1.0	species	1.0	1.0	sample_0	5307		1603649	5307	1603649	5307
	271098	Gold standard	False		859.0	5226895	Shewanella halifaxensis	1.0	1.0	species	1.0	1.0	sample_0	1		5226895	1	5226895	1
	271097	Gold standard	False		860.0	3637570	Shewanella sediminis	1.0	1.0	species	1.0	1.0	sample_0	8513		3637570	8513	3637570	8513
	269261	Gold standard	False		861.0	2083507	Nitratifractor salsuginis	1.0	1.0	species	1.0	1.0	sample_0	327		2083507	327	2083507	327
	261964	Gold standard	False		862.0	2836702	Kangiella koreensis	1.0	1.0	species	1.0	1.0	sample_0	329		2836702	329	2836702	329
	253245	Gold standard	False		863.0	4000036	Owenweeksia hongkongensis	1.0	1.0	species	1.0	1.0	sample_0	1		4000036	1	4000036	1
	252307	Gold standard	False		864.0	3359634	Robiginitalea biformata	1.0	1.0	species	1.0	1.0	sample_0	2175		3359634	2175	3359634	2175
	246969	Gold standard	False		865.0	2070653	Thermococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	317		2070653	317	2070653	317
	246432	Gold standard	False		866.0	2798717	Staphylococcus equorum	1.0	1.0	species	1.0	1.0	sample_0	830		2798717	830	2798717	830
	244787	Gold standard	False		867.0	1554733	Nautilia profundicola	1.0	1.0	species	1.0	1.0	sample_0	1306		1554733	1306	1554733	1306
	234831	Gold standard	False		868.0	5372537	Pseudoalteromonas sp.	1.0	1.0	species	1.0	1.0	sample_0	5967		5372537	5967	5372537	5967
	232259	Gold standard	False		869.0	4007148	Belliella baltica	1.0	1.0	species	1.0	1.0	sample_0	2449		4007148	2449	4007148	2449
	229980	Gold standard	False		870.0	1595975	Aeropyrum camini	1.0	1.0	species	1.0	1.0	sample_0	1		1595975	1	1595975	1
	228745	Gold standard	False		871.0	1577430	Thermovibrio ammonificans	1.0	1.0	species	1.0	1.0	sample_0	1740		1577430	1740	1577430	1740
	222136	Gold standard	False		872.0	789621	Helicobacter enhydrae	1.0	1.0	species	1.0	1.0	sample_0	2314		789621	2314	789621	2314
	320324	Gold standard	False		873.0	4020842	Formosa agariphila	1.0	1.0	species	1.0	1.0	sample_0	2436		4020842	2436	4020842	2436
	316279	Gold standard	False		874.0	2234795	Synechococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	1		2234795	1	2234795	1
	316278	Gold standard	False		875.0	2224849	Synechococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	2		2224849	2	2224849	2
	314282	Gold standard	False		876.0	3052367	Psychromonas sp.	1.0	1.0	species	1.0	1.0	sample_0	2		3052367	2	3052367	2
	314275	Gold standard	False		877.0	53350934	Alteromonas mediterranea	1.0	1.0	species	1.0	1.0	sample_0	20165		53350934	20165	53350934	20165
	313603	Gold standard	False		878.0	3827193	Maribacter sp.	1.0	1.0	species	1.0	1.0	sample_0	810		3827193	810	3827193	810
	313598	Gold standard	False		879.0	2828766	Polaribacter sp.	1.0	1.0	species	1.0	1.0	sample_0	1749		2828766	1749	2828766	1749
	313590	Gold standard	False		880.0	3101821	Dokdonia sp.	1.0	1.0	species	1.0	1.0	sample_0	2387		3101821	2387	3101821	2387
	313588	Gold standard	False		881.0	2715916	Croceibacter atlanticus	1.0	1.0	species	1.0	1.0	sample_0	2488		2715916	2488	2715916	2488
	309805	Gold standard	False		882.0	1983735	Persephonella marina	1.0	1.0	species	1.0	1.0	sample_0	11		1983735	11	1983735	11
	307121	Gold standard	False		883.0	6785759	Micromonospora krabiensis	1.0	1.0	species	1.0	1.0	sample_0	3817		6785759	3817	6785759	3817
	300231	Gold standard	False		884.0	4134217	Glaciecola nitratireducens	1.0	1.0	species	1.0	1.0	sample_0	1		4134217	1	4134217	1
	293091	Gold standard	False		885.0	5765353	Haloquadratum walsbyi	1.0	1.0	species	1.0	1.0	sample_0	4432		5765353	4432	5765353	4432
	292414	Gold standard	False		886.0	2588728	Ruegeria sp.	1.0	1.0	species	1.0	1.0	sample_0	6440		2588728	6440	2588728	6440
	291990	Gold standard	False		887.0	1572945	Thermosediminibacter oceani	1.0	1.0	species	1.0	1.0	sample_0	3487		1572945	3487	1572945	3487
	290400	Gold standard	False		888.0	4385915	Jannaschia sp.	1.0	1.0	species	1.0	1.0	sample_0	435		4385915	435	4385915	435
	364197	Gold standard	False		889.0	3426035	Pseudomonas pohangensis	1.0	1.0	species	1.0	1.0	sample_0	3451		3426035	3451	3426035	3451
	361183	Gold standard	False		890.0	2509784	Altererythrobacter epoxidivorans	1.0	1.0	species	1.0	1.0	sample_0	2616		2509784	2616	2509784	2616
	359303	Gold standard	False		891.0	3871112	Shewanella loihica	1.0	1.0	species	1.0	1.0	sample_0	5483		3871112	5483	3871112	5483
	357794	Gold standard	False		892.0	4559160	Psychromonas ingrahamii	1.0	1.0	species	1.0	1.0	sample_0	14		4559160	14	4559160	14
	351091	Gold standard	False		893.0	4470567	Oscillibacter valericigenes	1.0	1.0	species	1.0	1.0	sample_0	2		4470567	2	4470567	2
	349751	Gold standard	False		894.0	798557	Corynebacterium marinum	1.0	1.0	species	1.0	1.0	sample_0	2843		798557	2843	798557	2843
	349106	Gold standard	False		895.0	2741089	Psychrobacter sp.	1.0	1.0	species	1.0	1.0	sample_0	2554		2741089	2554	2741089	2554
	342949	Gold standard	False		896.0	1861292	Pyrococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	1		1861292	1	1861292	1
	342948	Gold standard	False		897.0	1645144	Thermococcus onnurineus	1.0	1.0	species	1.0	1.0	sample_0	1904		1645144	1904	1645144	1904
	340345	Gold standard	False		898.0	4488608	Actinoalloteichus hymeniacidonis	1.0	1.0	species	1.0	1.0	sample_0	9411		4488608	9411	4488608	9411
	338192	Gold standard	False		899.0	1551244	Nitrosopumilus maritimus	1.0	1.0	species	1.0	1.0	sample_0	1142		1551244	1142	1551244	1142
	336261	Gold standard	False		900.0	1999613	Thermovirga lienii	1.0	1.0	species	1.0	1.0	sample_0	2		1999613	2	1999613	2
	328515	Gold standard	False		901.0	3914609	Nonlabens dokdonensis	1.0	1.0	species	1.0	1.0	sample_0	1		3914609	1	3914609	1
	326544	Gold standard	False		902.0	5413067	Paraglaciecola psychrophila	1.0	1.0	species	1.0	1.0	sample_0	21		5413067	21	5413067	21
	324767	Gold standard	False		903.0	4884705	Bacillus infantis	1.0	1.0	species	1.0	1.0	sample_0	1		4884705	1	4884705	1
	320787	Gold standard	False		904.0	6077640	Cyclobacterium amurskyense	1.0	1.0	species	1.0	1.0	sample_0	1431		6077640	1431	6077640	1431
	444103	Gold standard	False		905.0	5849801	Streptomyces sp.	1.0	1.0	species	1.0	1.0	sample_0	12031		5849801	12031	5849801	12031
	430914	Gold standard	False		906.0	3145869	Halorhabdus tiamatea	1.0	1.0	species	1.0	1.0	sample_0	8		3145869	8	3145869	8
	414778	Gold standard	False		907.0	3319238	Planococcus donghaensis	1.0	1.0	species	1.0	1.0	sample_0	2		3319238	2	3319238	2
	411153	Gold standard	False		908.0	3765770	Christiangramia forsetii	1.0	1.0	species	1.0	1.0	sample_0	645		3765770	645	3765770	645
	410330	Gold standard	False		909.0	707112	Calyptogena okutanii	1.0	1.0	species	1.0	1.0	sample_0	1514		707112	1514	707112	1514
	404011	Gold standard	False		910.0	5396452	Shewanella piezotolerans	1.0	1.0	species	1.0	1.0	sample_0	1		5396452	1	5396452	1
	400668	Gold standard	False		911.0	5099970	Marinomonas sp.	1.0	1.0	species	1.0	1.0	sample_0	16		5099970	16	5099970	16
	399736	Gold standard	False		912.0	3002968	Agrococcus jejuensis	1.0	1.0	species	1.0	1.0	sample_0	3589		3002968	3589	3002968	3589
	398743	Gold standard	False		913.0	5128065	Zunongwangia profunda	1.0	1.0	species	1.0	1.0	sample_0	4		5128065	4	5128065	4
	395922	Gold standard	False		914.0	1699928	Coraliomargarita akajimensis	1.0	1.0	species	1.0	1.0	sample_0	5209		1699928	5209	1699928	5209
	390884	Gold standard	False		915.0	5039167	Echinicola vietnamensis	1.0	1.0	species	1.0	1.0	sample_0	5393		5039167	5393	5039167	5393
	387093	Gold standard	False		916.0	2562275	Sulfurovum sp.	1.0	1.0	species	1.0	1.0	sample_0	1		2562275	1	2562275	1
	387092	Gold standard	False		917.0	1850526	Nitratiruptor sp.	1.0	1.0	species	1.0	1.0	sample_0	512		1850526	512	1850526	512
	386487	Gold standard	False		918.0	1134547	Candidatus Ruthturnera	1.0	1.0	species	1.0	1.0	sample_0	381		1134547	381	1134547	381
	379547	Gold standard	False		919.0	1475400	Candidatus Aciduliprofundum	1.0	1.0	species	1.0	1.0	sample_0	226		1475400	226	1475400	226
	373994	Gold standard	False		920.0	4424721	Rivularia sp.	1.0	1.0	species	1.0	1.0	sample_0	12775		4424721	12775	4424721	12775
	575200	Gold standard	False		921.0	1754933	Corynebacterium maris	1.0	1.0	species	1.0	1.0	sample_0	4403		1754933	4403	1754933	4403
	573570	Gold standard	False		922.0	2155442	Francisella uliginis	1.0	1.0	species	1.0	1.0	sample_0	1103		2155442	1103	2155442	1103
	565033	Gold standard	False		923.0	847172	Geoglobus acetivorans	1.0	1.0	species	1.0	1.0	sample_0	2608		847172	2608	847172	2608
	553239	Gold standard	False		924.0	1288668	Vibrio breoganii	1.0	1.0	species	1.0	1.0	sample_0	4539		1288668	4539	1288668	4539
	547188	Gold standard	False		925.0	3767029	Phycisphaera mikurensis	1.0	1.0	species	1.0	1.0	sample_0	1704		3767029	1704	3767029	1704
	545619	Gold standard	False		926.0	2986827	Paraoerskovia marina	1.0	1.0	species	1.0	1.0	sample_0	1		2986827	1	2986827	1
	543877	Gold standard	False		927.0	2843766	Pelagerythrobacter marensis	1.0	1.0	species	1.0	1.0	sample_0	738		2843766	738	2843766	738
	531813	Gold standard	False		928.0	3945169	Pelagibacterium halotolerans	1.0	1.0	species	1.0	1.0	sample_0	98		3945169	98	3945169	98
	516051	Gold standard	False		929.0	3274117	Flagellimonas lutaonensis	1.0	1.0	species	1.0	1.0	sample_0	3		3274117	3	3274117	3
	502682	Gold standard	False		930.0	2681831	Aurantiacibacter gangjinensis	1.0	1.0	species	1.0	1.0	sample_0	719		2681831	719	2681831	719
	492670	Gold standard	False		931.0	3533605	Bacillus velezensis	1.0	1.0	species	1.0	1.0	sample_0	5339		3533605	5339	3533605	5339
	490759	Gold standard	False		932.0	4063820	Marinobacter sp.	1.0	1.0	species	1.0	1.0	sample_0	1		4063820	1	4063820	1
	488546	Gold standard	False		933.0	1747582	Campylobacter peloridis	1.0	1.0	species	1.0	1.0	sample_0	303		1747582	303	1747582	303
	476157	Gold standard	False		934.0	2584895	Altererythrobacter ishigakiensis	1.0	1.0	species	1.0	1.0	sample_0	1283		2584895	1283	2584895	1283
	467094	Gold standard	False		935.0	4830178	Ilumatobacter coccineus	1.0	1.0	species	1.0	1.0	sample_0	1		4830178	1	4830178	1
	447471	Gold standard	False		936.0	4205735	Simiduia agarivorans	1.0	1.0	species	1.0	1.0	sample_0	1494		4205735	1494	4205735	1494
	713887	Gold standard	False		937.0	1443759	Candidatus Atelocyanobacterium	1.0	1.0	species	1.0	1.0	sample_0	1		1443759	1	1443759	1
	702113	Gold standard	False		938.0	5313838	Novosphingobium sp.	1.0	1.0	species	1.0	1.0	sample_0	4		5313838	4	5313838	4
	692370	Gold standard	False		939.0	2489538	Tsuneonella dongtanensis	1.0	1.0	species	1.0	1.0	sample_0	3808		2489538	3808	2489538	3808
	680279	Gold standard	False		940.0	4380784	Agarivorans gilvus	1.0	1.0	species	1.0	1.0	sample_0	697		4380784	697	4380784	697
	679318	Gold standard	False		941.0	1713977	Rhodococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	5622		1713977	5622	1713977	5622
	673860	Gold standard	False		942.0	1434473	Aciduliprofundum sp.	1.0	1.0	species	1.0	1.0	sample_0	64		1434473	64	1434473	64
	669041	Gold standard	False		943.0	8091981	Tenacibaculum dicentrarchi	1.0	1.0	species	1.0	1.0	sample_0	2087		8091981	2087	8091981	2087
	657445	Gold standard	False		944.0	7095493	Francisella noatunensis	1.0	1.0	species	1.0	1.0	sample_0	10486		7095493	10486	7095493	10486
	651457	Gold standard	False		945.0	1834295	Kosmotoga olearia	1.0	1.0	species	1.0	1.0	sample_0	3125		1834295	3125	1834295	3125
	651143	Gold standard	False		946.0	2679186	Fibrella aestuarina	1.0	1.0	species	1.0	1.0	sample_0	8719		2679186	8719	2679186	8719
	645517	Gold standard	False		947.0	2589900	Paraurantiacibacter namhicola	1.0	1.0	species	1.0	1.0	sample_0	42		2589900	42	2589900	42
	644281	Gold standard	False		948.0	1553877	Methanocaldococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	1877		1553877	1877	1553877	1877
	589873	Gold standard	False		949.0	7602732	Alteromonas australica	1.0	1.0	species	1.0	1.0	sample_0	7088		7602732	7088	7602732	7088
	585425	Gold standard	False		950.0	2508826	Synechococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	979		2508826	979	2508826	979
	585423	Gold standard	False		951.0	2546028	Synechococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	675		2546028	675	2546028	675
	582419	Gold standard	False		952.0	1643697	Thermococcus paralvinellae	1.0	1.0	species	1.0	1.0	sample_0	2469		1643697	2469	1643697	2469
	936476	Gold standard	False		953.0	3899934	Marinomonas posidonica	1.0	1.0	species	1.0	1.0	sample_0	1		3899934	1	3899934	1
	930802	Gold standard	False		954.0	2596418	Nonlabens marinus	1.0	1.0	species	1.0	1.0	sample_0	2833		2596418	2833	2596418	2833
	914150	Gold standard	False		955.0	2495237	Kangiella geojedonensis	1.0	1.0	species	1.0	1.0	sample_0	1		2495237	1	2495237	1
	912630	Gold standard	False		956.0	2913218	Microbacterium sp.	1.0	1.0	species	1.0	1.0	sample_0	228		2913218	228	2913218	228
	911045	Gold standard	False		957.0	5642070	Pseudovibrio sp.	1.0	1.0	species	1.0	1.0	sample_0	3472		5642070	3472	5642070	3472
	879567	Gold standard	False		958.0	3644088	Pseudodesulfovibrio piezophilus	1.0	1.0	species	1.0	1.0	sample_0	2		3644088	2	3644088	2
	859653	Gold standard	False		959.0	1342993	alpha proteobacterium	1.0	1.0	species	1.0	1.0	sample_0	8		1342993	8	1342993	8
	797277	Gold standard	False		960.0	2232327	Halopseudomonas litoralis	1.0	1.0	species	1.0	1.0	sample_0	6064		2232327	6064	2232327	6064
	767892	Gold standard	False		961.0	1051732	Candidatus Puniceispirillum	1.0	1.0	species	1.0	1.0	sample_0	3413		1051732	3413	1051732	3413
	762954	Gold standard	False		962.0	2974388	Siansivirga zeaxanthinifaciens	1.0	1.0	species	1.0	1.0	sample_0	3167		2974388	3167	2974388	3167
	759620	Gold standard	False		963.0	3181701	Weissella ceti	1.0	1.0	species	1.0	1.0	sample_0	4426		3181701	4426	3181701	4426
	754477	Gold standard	False		964.0	2191830	Methylophaga frappieri	1.0	1.0	species	1.0	1.0	sample_0	3665		2191830	3665	2191830	3665
	754476	Gold standard	False		965.0	2199574	Methylophaga nitratireducenticrescens	1.0	1.0	species	1.0	1.0	sample_0	4750		2199574	4750	2199574	4750
	754409	Gold standard	False		966.0	3728599	Winogradskyella sp.	1.0	1.0	species	1.0	1.0	sample_0	1355		3728599	1355	3728599	1355
	744985	Gold standard	False		967.0	1343956	alpha proteobacterium	1.0	1.0	species	1.0	1.0	sample_0	822		1343956	822	1343956	822
	715451	Gold standard	False		968.0	3249199	Alteromonas naphthalenivorans	1.0	1.0	species	1.0	1.0	sample_0	7712		3249199	7712	3249199	7712
	1124597	Gold standard	False		969.0	4719539	Magnetococcus marinus	1.0	1.0	species	1.0	1.0	sample_0	1		4719539	1	4719539	1
	1116375	Gold standard	False		970.0	4544254	Vibrio sp.	1.0	1.0	species	1.0	1.0	sample_0	6789		4544254	6789	4544254	6789
	1112209	Gold standard	False		971.0	5512660	Psychrobacter sp.	1.0	1.0	species	1.0	1.0	sample_0	6009		5512660	6009	5512660	6009
	1076588	Gold standard	False		972.0	3153578	Thiolapillus brandeum	1.0	1.0	species	1.0	1.0	sample_0	3		3153578	3	3153578	3
	1042877	Gold standard	False		973.0	2011287	Thermococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	1		2011287	1	2011287	1
	1038856	Gold standard	False		974.0	1694701	Planococcus plakortidis	1.0	1.0	species	1.0	1.0	sample_0	4824		1694701	4824	1694701	4824
	1033846	Gold standard	False		975.0	4121300	Marinobacter adhaerens	1.0	1.0	species	1.0	1.0	sample_0	4850		4121300	4850	4121300	4850
	1008460	Gold standard	False		976.0	1653512	Pyrococcus yayanosii	1.0	1.0	species	1.0	1.0	sample_0	845		1653512	845	1653512	845
	1007105	Gold standard	False		977.0	3923986	Pusillimonas sp.	1.0	1.0	species	1.0	1.0	sample_0	29		3923986	29	3923986	29
	1007084	Gold standard	False		978.0	1741653	Candidatus Nitrosarchaeum	1.0	1.0	species	1.0	1.0	sample_0	69		1741653	69	1741653	69
	1003110	Gold standard	False		979.0	6728401	Micromonospora maris	1.0	1.0	species	1.0	1.0	sample_0	124		6728401	124	6728401	124
	1002672	Gold standard	False		980.0	167791	Candidatus Pelagibacter	1.0	1.0	species	1.0	1.0	sample_0	661		167791	661	167791	661
	983548	Gold standard	False		981.0	3389983	Dokdonia sp.	1.0	1.0	species	1.0	1.0	sample_0	1		3389983	1	3389983	1
	983545	Gold standard	False		982.0	5393517	Glaciecola sp.	1.0	1.0	species	1.0	1.0	sample_0	3		5393517	3	5393517	3
	983544	Gold standard	False		983.0	3296144	Lacinutrix sp.	1.0	1.0	species	1.0	1.0	sample_0	1		3296144	1	3296144	1
	971279	Gold standard	False		984.0	1859369	Palaeococcus pacificus	1.0	1.0	species	1.0	1.0	sample_0	1		1859369	1	1859369	1
	1250295	Gold standard	False		985.0	3642367	Flavobacteriaceae bacterium	1.0	1.0	species	1.0	1.0	sample_0	2319		3642367	2319	3642367	2319
	1250205	Gold standard	False		986.0	526165	Gramella sp.	1.0	1.0	species	1.0	1.0	sample_0	1992		526165	1992	526165	1992
	1250153	Gold standard	False		987.0	4505655	Maribacter sp.	1.0	1.0	species	1.0	1.0	sample_0	1		4505655	1	4505655	1
	1248727	Gold standard	False		988.0	2593475	endosymbiont of	1.0	1.0	species	1.0	1.0	sample_0	103		2593475	103	2593475	103
	1239415	Gold standard	False		989.0	2698724	Dokdonia sp.	1.0	1.0	species	1.0	1.0	sample_0	4335		2698724	4335	2698724	4335
	1229909	Gold standard	False		990.0	1690869	Candidatus Nitrosopumilus	1.0	1.0	species	1.0	1.0	sample_0	1		1690869	1	1690869	1
	1217908	Gold standard	False		991.0	4875390	Octadecabacter antarcticus	1.0	1.0	species	1.0	1.0	sample_0	2		4875390	2	4875390	2
	1214906	Gold standard	False		992.0	623753	unidentified virus	1.0	1.0	species	1.0	1.0	sample_0	51		623753	51	623753	51
	1208324	Gold standard	False		993.0	4968968	Celeribacter indicus	1.0	1.0	species	1.0	1.0	sample_0	10		4968968	10	4968968	10
	1191459	Gold standard	False		994.0	7327599	Flammeovirga sp.	1.0	1.0	species	1.0	1.0	sample_0	4		7327599	4	7327599	4
	1188228	Gold standard	False		995.0	2994467	Gloeomargarita lithophora	1.0	1.0	species	1.0	1.0	sample_0	87		2994467	87	2994467	87
	1183377	Gold standard	False		996.0	1601666	Pyrococcus sp.	1.0	1.0	species	1.0	1.0	sample_0	1434		1601666	1434	1601666	1434
	1168034	Gold standard	False		997.0	5132065	Draconibacterium orientale	1.0	1.0	species	1.0	1.0	sample_0	1		5132065	1	5132065	1
	1155739	Gold standard	False		998.0	13008665	Moorena producens	1.0	1.0	species	1.0	1.0	sample_0	12580		13008665	12580	13008665	12580
	1150389	Gold standard	False		999.0	3074116	Flavobacteriaceae bacterium	1.0	1.0	species	1.0	1.0	sample_0	4		3074116	4	3074116	4
	1144748	Gold standard	False		1000.0	2347278	Kangiella sediminilitoris	1.0	1.0	species	1.0	1.0	sample_0	1735		2347278	1735	2347278	1735
	1335757	Gold standard	False		1001.0	1926630	Spiribacter curvatus	1.0	1.0	species	1.0	1.0	sample_0	1		1926630	1	1926630	1
	1335746	Gold standard	False		1002.0	1739487	Spiribacter salinus	1.0	1.0	species	1.0	1.0	sample_0	1		1739487	1	1739487	1
	1330330	Gold standard	False		1003.0	1739491	Kosmotoga pacifica	1.0	1.0	species	1.0	1.0	sample_0	2949		1739491	2949	1739491	2949
	1329899	Gold standard	False		1004.0	2655422	Cycloclasticus zancles	1.0	1.0	species	1.0	1.0	sample_0	2		2655422	2	2655422	2
	1307763	Gold standard	False		1005.0	2628650	Kiritimatiella glycovorans	1.0	1.0	species	1.0	1.0	sample_0	2949		2628650	2949	2628650	2949
	1307761	Gold standard	False		1006.0	3782562	Salinispira pacifica	1.0	1.0	species	1.0	1.0	sample_0	12		3782562	12	3782562	12
