BINID	total_length	seq_length_mean	total_seq_counts	genome_id	tp_length	tp_seq_counts	precision_bp	precision_seq	length_gs	seq_counts_gs	recall_bp	recall_seq	rank	Tool	sample_id
51	101346	750.7111111111111	135.0	Otu87.0	4172	5.0	0.041165906893217294	0.037037037037037035	3110641	7708.0	0.0013412026653027464	0.0006486766995329528	NA	CONCOCT_GTDB	sample_5
52	1119	1119.0	1.0	Otu404.0	1119	1.0	1.0	1.0	3735308	5883.0	0.00029957368977337343	0.00016998130205677376	NA	CONCOCT_GTDB	sample_5
53	52707	1098.0625	48.0	Otu316.0	7447	4.0	0.14129053066955052	0.08333333333333333	2481633	2442.0	0.00300084661994743	0.001638001638001638	NA	CONCOCT_GTDB	sample_5
54	19755	1317.0	15.0	RNODE_515_length_1754_cov_11.73892	16459	10.0	0.8331561629967097	0.6666666666666666	16459	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
55	62131	722.453488372093	86.0	Otu987	43006	58.0	0.692182646344015	0.6744186046511628	7989745	10867.0	0.005382649884320463	0.00533725959326401	NA	CONCOCT_GTDB	sample_5
56	1979445	668.9574180466374	2959.0	Otu2107	532125	729.0	0.26882535256094514	0.24636701588374452	1916441	4723.0	0.2776631265976881	0.15435104806267202	NA	CONCOCT_GTDB	sample_5
57	2695734	1540.4194285714286	1750.0	Otu106	1554421	770.0	0.5766225451027438	0.44	1781448	1196.0	0.8725604115303955	0.6438127090301003	NA	CONCOCT_GTDB	sample_5
58	186990	672.6258992805756	278.0	Otu274.0	105614	161.0	0.5648109524573507	0.579136690647482	864230	2793.0	0.12220589426425836	0.05764411027568922	NA	CONCOCT_GTDB	sample_5
59	185683	706.0190114068441	263.0	Otu1525.0	97440	147.0	0.5247653258510472	0.55893536121673	1362514	4422.0	0.07151486149867084	0.03324287652645862	NA	CONCOCT_GTDB	sample_5
6	554	554.0	1.0	Otu1089	554	1.0	1.0	1.0	2010489	5759.0	0.0002755548525756669	0.00017364125716270185	NA	CONCOCT_GTDB	sample_5
60	11653361	1474.9222883179345	7901.0	Otu249.0	2300881	1391.0	0.19744355298012306	0.17605366409315276	4005885	4556.0	0.5743752004862845	0.3053116769095698	NA	CONCOCT_GTDB	sample_5
61	1572	786.0	2.0	Otu254	1045	1.0	0.6647582697201018	0.5	5168199	6059.0	0.00020219809647422632	0.00016504373659019642	NA	CONCOCT_GTDB	sample_5
62	225248	1010.0807174887892	223.0	Otu376	222108	218.0	0.98605980963205	0.9775784753363229	403536	664.0	0.5504044248840252	0.32831325301204817	NA	CONCOCT_GTDB	sample_5
63	587	587.0	1.0	Otu1263	587	1.0	1.0	1.0	2790575	7891.0	0.00021035091334223235	0.00012672665061462426	NA	CONCOCT_GTDB	sample_5
64	1503076	2830.6516007532955	531.0	Otu85.0	1128548	410.0	0.7508256402204546	0.7721280602636534	3338590	1359.0	0.3380313246011041	0.3016924208977189	NA	CONCOCT_GTDB	sample_5
65	64466	700.7173913043479	92.0	Otu331.0	7659	9.0	0.11880681289361834	0.09782608695652174	3059780	5598.0	0.002503121139428325	0.001607717041800643	NA	CONCOCT_GTDB	sample_5
66	17247	1149.8	15.0	RNODE_107_length_1496_cov_161.33989	13837	10.0	0.8022844552675827	0.6666666666666666	13837	10.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
67	849	849.0	1.0	Otu404.0	849	1.0	1.0	1.0	3735308	5883.0	0.00022729049384950318	0.00016998130205677376	NA	CONCOCT_GTDB	sample_5
68	2498793	5935.375296912114	421.0	Otu11	1667158	1.0	0.667185317071082	0.0023752969121140144	1667158	1.0	1.0	1.0	NA	CONCOCT_GTDB	sample_5
69	288739	1038.6294964028777	278.0	Otu254	18585	15.0	0.06436608840509941	0.0539568345323741	5168199	6059.0	0.0035960302612186566	0.002475656048852946	NA	CONCOCT_GTDB	sample_5
7	71392	870.6341463414634	82.0	Otu107	4813	5.0	0.0674165172568355	0.06097560975609756	3886898	6176.0	0.0012382624910661406	0.0008095854922279792	NA	CONCOCT_GTDB	sample_5
70	10753	977.5454545454545	11.0	Otu648.0	3379	4.0	0.31423788710127404	0.36363636363636365	3188466	7853.0	0.0010597572625833237	0.0005093594804533299	NA	CONCOCT_GTDB	sample_5
71	4863	1215.75	4.0	Otu196	3829	3.0	0.787374048940983	0.75	2154843	1728.0	0.0017769275998297787	0.001736111111111111	NA	CONCOCT_GTDB	sample_5
72	4429	2214.5	2.0	Otu35.0	3485	1.0	0.7868593361932716	0.5	4988183	1201.0	0.000698651192227711	0.0008326394671107411	NA	CONCOCT_GTDB	sample_5
73	4197	699.5	6.0	Otu457.0	1298	1.0	0.30926852513700265	0.16666666666666666	2400118	5945.0	0.0005408067436684363	0.0001682085786375105	NA	CONCOCT_GTDB	sample_5
74	197953	1214.435582822086	163.0	Otu110.0	35006	12.0	0.1768399569594803	0.0736196319018405	2790375	1328.0	0.012545267213188192	0.009036144578313253	NA	CONCOCT_GTDB	sample_5
75	99160	1255.1898734177216	79.0	RNODE_442_length_4465_cov_7.11694	35730	25.0	0.36032674465510284	0.31645569620253167	40026	34.0	0.8926697646529755	0.7352941176470589	NA	CONCOCT_GTDB	sample_5
76	1645867	1863.9490373725935	883.0	Otu316.0	830219	413.0	0.5044265423633866	0.46772366930917325	2481633	2442.0	0.33454543842703577	0.16912366912366913	NA	CONCOCT_GTDB	sample_5
77	150552	875.3023255813954	172.0	Otu250	31330	27.0	0.2081008555183591	0.1569767441860465	3589037	4191.0	0.008729361107171645	0.006442376521116679	NA	CONCOCT_GTDB	sample_5
78	1360625	784.6741637831603	1734.0	Otu2362.0	269295	358.0	0.1979200734956362	0.20645905420991925	1996781	5715.0	0.13486456451658946	0.0626421697287839	NA	CONCOCT_GTDB	sample_5
79	2644229	868.9546500164312	3043.0	Otu303.0	992860	946.0	0.3754818512314932	0.31087742359513637	1643629	2554.0	0.6040657593654042	0.370399373531715	NA	CONCOCT_GTDB	sample_5
8	985695	1432.6962209302326	688.0	Otu382.0	911656	633.0	0.9248865014025637	0.9200581395348837	4305188	2039.0	0.21175753532714484	0.310446297204512	NA	CONCOCT_GTDB	sample_5
80	2161	720.3333333333334	3.0	Otu1184	1185	2.0	0.5483572420175844	0.6666666666666666	2207095	5453.0	0.0005369048455095952	0.00036677058499908307	NA	CONCOCT_GTDB	sample_5
81	6210520	1552630.0	4.0	Otu12.0	3644929	2.0	0.5868959443009603	0.5	3659581	3.0	0.9959962629601585	0.6666666666666666	NA	CONCOCT_GTDB	sample_5
82	1038	1038.0	1.0	Otu987	1038	1.0	1.0	1.0	7989745	10867.0	0.00012991653676055993	9.202171712524156e-05	NA	CONCOCT_GTDB	sample_5
83	1435	1435.0	1.0	Otu245.0	1435	1.0	1.0	1.0	3299685	6158.0	0.00043488999707547843	0.00016239038648911984	NA	CONCOCT_GTDB	sample_5
84	1168	584.0	2.0	Otu532	647	1.0	0.5539383561643836	0.5	1877188	6127.0	0.00034466446621222806	0.00016321201240411296	NA	CONCOCT_GTDB	sample_5
85	3450774	694.0414320193081	4972.0	Otu189	676155	844.0	0.19594299713629465	0.16975060337892195	4586684	4504.0	0.14741695743591668	0.18738898756660746	NA	CONCOCT_GTDB	sample_5
86	2947778	746.4618890858445	3949.0	Otu457.0	770325	1008.0	0.2613239531606519	0.25525449480881235	2400118	5945.0	0.3209529698123176	0.16955424726661059	NA	CONCOCT_GTDB	sample_5
87	30396	1013.2	30.0	RNODE_386_length_2437_cov_8.66377	15765	16.0	0.5186537702329254	0.5333333333333333	20755	31.0	0.7595760057817393	0.5161290322580645	NA	CONCOCT_GTDB	sample_5
88	126677	666.7210526315789	190.0	Otu625	118156	179.0	0.9327344348224224	0.9421052631578948	761644	2434.0	0.1551328442159329	0.07354149548069022	NA	CONCOCT_GTDB	sample_5
89	877431	675.9869029275809	1298.0	Otu1068.0	427344	612.0	0.48704000656461877	0.4714946070878274	2043594	5762.0	0.20911394337622835	0.10621312044429018	NA	CONCOCT_GTDB	sample_5
9	1952	650.6666666666666	3.0	Otu1240.0	1119	2.0	0.5732581967213115	0.6666666666666666	2423699	6890.0	0.00046169099380739934	0.00029027576197387516	NA	CONCOCT_GTDB	sample_5
90	823	823.0	1.0	Otu852.0	823	1.0	1.0	1.0	2281568	6495.0	0.00036071684034839197	0.00015396458814472672	NA	CONCOCT_GTDB	sample_5
91	543	543.0	1.0	Otu85.1	543	1.0	1.0	1.0	2341903	4968.0	0.00023186272018952108	0.00020128824476650564	NA	CONCOCT_GTDB	sample_5
92	2979	744.75	4.0	Otu987	2336	3.0	0.7841557569654246	0.75	7989745	10867.0	0.0002923747879312794	0.00027606515137572465	NA	CONCOCT_GTDB	sample_5
93	1664225	789.1062114746326	2109.0	Otu85.1	1147632	1377.0	0.6895894485421142	0.6529160739687055	2341903	4968.0	0.4900424996253047	0.27717391304347827	NA	CONCOCT_GTDB	sample_5
94	823822	1013.3111931119312	813.0	Otu1334	23416	27.0	0.028423615781078923	0.033210332103321034	4925753	9130.0	0.004753790943232436	0.0029572836801752466	NA	CONCOCT_GTDB	sample_5
95	1488146	824.0011074197121	1806.0	Otu159	566077	637.0	0.38039076811011824	0.35271317829457366	2356418	5046.0	0.24022775246157516	0.12623860483551327	NA	CONCOCT_GTDB	sample_5
96	15907624	749.9704870114563	21211.0	Otu238.0	1163723	1446.0	0.07315504817061304	0.06817217481495451	3857749	5247.0	0.3016585578792192	0.2755860491709548	NA	CONCOCT_GTDB	sample_5
97	1836784	2011.8116100766704	913.0	Otu1337	1560174	801.0	0.8494052648542235	0.8773274917853231	3483627	3954.0	0.44785908479868825	0.20257966616084977	NA	CONCOCT_GTDB	sample_5
98	542520	2279.4957983193276	238.0	Otu40.0	246540	93.0	0.4544348595443486	0.3907563025210084	1387096	1041.0	0.17773823873762162	0.0893371757925072	NA	CONCOCT_GTDB	sample_5
99	992173	833.0587741393787	1191.0	Otu453	966996	1156.0	0.9746243850618793	0.9706129303106633	2094136	4481.0	0.4617637058911169	0.2579781298817228	NA	CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
	0	0.0	0.0		0	0.0	0.0	0.0	0	0.0	0.0	0.0		CONCOCT_GTDB	sample_5
